代码,简称,2005/1/31,2005/2/28,2005/3/31,2005/4/29,2005/5/31,2005/6/30,2005/7/29,2005/8/31,2005/9/30,2005/10/31,2005/11/30,2005/12/30,2006/1/31,2006/2/28,2006/3/31,2006/4/28,2006/5/31,2006/6/30,2006/7/31,2006/8/31,2006/9/29,2006/10/31,2006/11/30,2006/12/29,2007/1/31,2007/2/28,2007/3/30,2007/4/30,2007/5/31,2007/6/29,2007/7/31,2007/8/31,2007/9/28,2007/10/31,2007/11/30,2007/12/31,2008/1/31,2008/2/29,2008/3/31,2008/4/30,2008/5/30,2008/6/30,2008/7/31,2008/8/29,2008/9/30,2008/10/31,2008/11/28,2008/12/31,2009/1/30,2009/2/27,2009/3/31,2009/4/30,2009/5/29,2009/6/30,2009/7/31,2009/8/31,2009/9/30,2009/10/30,2009/11/30,2009/12/31,2010/1/29,2010/2/26,2010/3/31,2010/4/30,2010/5/28,2010/6/30,2010/7/30,2010/8/31,2010/9/30,2010/10/29,2010/11/30,2010/12/31,2011/1/31,2011/2/28,2011/3/31,2011/4/29,2011/5/31,2011/6/30,2011/7/29,2011/8/31,2011/9/30,2011/10/31,2011/11/30,2011/12/30,2012/1/31,2012/2/29,2012/3/30,2012/4/30,2012/5/31,2012/6/29,2012/7/31,2012/8/31,2012/9/28,2012/10/31,2012/11/30,2012/12/31,2013/1/31,2013/2/28,2013/3/28,2013/4/30,2013/5/31,2013/6/28,2013/7/31,2013/8/30,2013/9/30,2013/10/31,2013/11/29,2013/12/31,2014/1/31,2014/2/28,2014/3/31,2014/4/30,2014/5/30,2014/6/30,2014/7/31,2014/8/29,2014/9/30,2014/10/31,2014/11/28,2014/12/31,2015/1/30,2015/2/27,2015/3/31,2015/4/30,2015/5/29,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/30,2015/11/30,2015/12/31,2016/1/29,2016/2/29,2016/3/31,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/30,2017/1/31,2017/2/28,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/29,2017/10/31,2017/11/30,2017/12/29,2018/1/31,2018/2/28,2018/3/29,2018/4/30,2018/5/31,2018/6/29,2018/7/31,2018/8/31,2018/9/28,2018/10/31
SCG.N,斯卡纳(SCANA),385.0513,375.0922,380.7037,386.8794,419.6506,429.3906,422.5541,426.1734,428.5715,402.496,401.9887,403.4493,411.5429,417.7923,406.2766,405.2413,394.6806,403.85,418.6097,432.846,425.9241,422.6453,436.395,434.0099,435.0784,445.8699,466.2082,470.096,457.7847,417.9788,408.0451,418.9612,427.7684,448.1962,470.5011,470.1555,415.9454,422.415,412.9992,445.1765,453.1926,422.4788,413.2299,447.5991,449.9314,380.3555,401.6212,417.0529,401.7063,352.972,368.0805,360.0969,357.7137,392.8874,427.7354,419.6284,428.1177,415.1147,431.7978,468.193,442.4722,447.9394,473.0476,496.7062,456.6878,456.0659,488.5874,497.7699,520.3245,527.035,524.1959,530.0896,551.8938,528.5229,520.2934,548.7067,537.4735,526.7579,524.3496,538.1306,547.9583,572.7485,590.9009,617.2728,614.122,616.4509,631.8227,638.8876,650.3854,669.6932,688.3113,662.9739,682.7299,694.1865,655.432,652.5027,669.2298,698.2522,738.9756,782.8866,728.5756,716.5473,757.5554,702.2456,679.3063,688.0116,695.9791,699.94,705.011,738.2704,773.6553,809.2326,783.9064,819.4115,774.7939,790.9354,763.1252,844.3447,877.2633,937.7028,990.0216,884.1419,862.1627,830.6489,833.471,802.7521,868.5255,838.2539,901.3215,948.7426,947.461,978.0127,1017.7864,1051.2545,1144.1912,1120.3776,1140.2766,1244.1744,1232.3345,1161.7886,1199.5721,1215.9819,1169.0731,1224.3126,1147.7931,1158.6529,1101.4958,1117.6769,1149.5335,1139.5959,1094.6991,1026.8437,833.2108,741.281,741.7965,692.8225,707.8006,690.9067,663.8615,650.0715,641.7622,681.0105,709.1635,679.9032,691.9959,712.6366
SCHW.N,嘉信理财(SCHWAB CHARLES),564.0902,527.9699,528.4727,520.4274,571.4244,568.401,690.3452,682.8876,728.3125,767.176,770.9744,741.6521,747.7188,820.9135,871.5559,906.4992,845.1408,810.6452,805.5723,828.936,910.2541,926.0095,934.699,985.6641,964.2587,944.2945,934.5858,976.9973,1151.1461,1051.2469,1084.3471,1066.5709,1163.5319,1251.8741,1312.3613,1379.302,1203.8526,1061.251,1019.0391,1168.9455,1202.9766,1114.028,1241.4849,1304.5399,1413.8407,1039.7167,1000.3713,882.4879,741.6828,696.7926,849.7471,1013.1178,968.0001,964.7001,982.8501,996.5077,1056.6513,956.7798,1014.8206,1041.9489,1012.6061,1017.2009,1038.3115,1071.6442,910.6481,790.2687,824.2647,713.9449,777.7299,862.2171,844.1632,960.9868,1013.7821,1068.8223,1015.8601,1031.636,1018.1194,929.9314,844.0046,701.501,640.1551,697.5248,682.568,642.6183,664.876,796.0145,824.1159,818.9544,717.8039,744.88,727.5974,780.6894,739.8899,785.8979,761.4085,834.6432,960.7696,947.3278,1031.9106,989.3276,1162.4927,1242.6848,1293.0243,1225.4774,1240.7371,1329.3612,1440.4775,1529.919,1460.4842,1563.8174,1612.1889,1566.1769,1490.5864,1592.2845,1640.7685,1689.4016,1741.5473,1698.8827,1681.6758,1792.7186,1542.7237,1746.039,1811.5006,1815.0712,1887.1304,1946.7554,2079.7191,1814.4988,1705.7961,1822.8605,2017.2324,1970.5566,1527.7349,1502.8748,1681.06,1704.458,1839.2436,1522.2778,1709.3297,1896.5836,1903.215,1911.0522,2335.6843,2384.6213,2491.5577,2446.3445,2470.5598,2351.9051,2350.4943,2605.8641,2602.2246,2424.7917,2658.1551,2725.004,2970.4188,3127.4936,3247.4306,3234.1646,3185.3654,3396.4218,3398.5485,3122.3629,3119.9188,3111.4308,3010.9632,2832.6946
SEE.N,希悦尔包装(SEALED AIR),51.3,52.27,51.94,48.44,51.79,49.79,53.06,50.75,47.46,50.31,51.71,56.17,55.27,56.88,58.023,53.9924,51.8595,52.3723,47.5052,52.312,54.5812,60.0272,60.1691,65.6391,66.6299,65.3466,64.0991,66.7361,65.7251,63.1205,55.4492,53.8213,52.2089,50.922,47.7356,47.4702,53.645,49.6652,52.0546,52.1371,50.2198,39.3937,44.9681,50.2109,45.7915,35.2338,32.964,31.3635,28.4455,23.4281,29.3075,40.4783,42.4958,39.411,39.2828,40.3936,42.2095,41.3494,47.9292,47.2567,42.8899,44.1653,45.8352,46.7484,45.3133,43.1334,47.3111,44.8614,49.484,50.9588,51.1789,56.3367,59.0815,60.9188,59.3023,57.3226,57.1224,53.1875,48.1348,41.478,37.6049,40.0819,39.9875,39.057,45.2299,44.8414,44.1104,43.8135,36.0384,35.5549,37.305,33.1892,35.9569,37.7245,39.4231,41.0403,43.8764,52.3718,56.8521,52.1596,56.6398,56.7753,64.5745,67.3244,64.7509,71.8713,76.4675,81.4192,74.5804,81.3953,78.8936,82.3498,79.0376,82.3389,77.399,86.9896,84.3502,87.6633,95.5953,102.9472,98.2645,114.3507,110.8492,110.9465,118.4889,125.343,129.7098,125.5138,114.6596,120.1382,110.942,109.3955,99.4126,112.1672,118.0907,116.4919,114.229,113.4638,116.4504,116.7235,113.4791,113.0085,113.3201,112.674,120.5269,115.507,108.6743,109.7715,111.1671,112.018,108.8897,111.4724,107.3029,111.0957,121.0999,124.2503,119.3357,106.7847,108.252,110.9336,110.595,107.7768,111.8898,101.8357,102.342,82.4853
SHW.N,宣威-威廉斯,2354.8385,2426.1446,2409.167,2440.9314,2445.8861,2591.1535,2619.7668,2562.4369,2435.8627,2351.8484,2434.8395,2522.5915,2938.0249,2529.8116,2761.0129,2844.7815,2714.9589,2665.0041,2840.1265,2912.844,3146.3679,3340.9711,3542.7038,3601.0409,3913.6824,3787.2902,3758.2666,3629.0833,3867.4416,3800.5447,3984.6541,3963.9119,3774.361,3671.544,3627.073,3350.5542,3296.2895,3008.3466,2965.3536,3214.0157,3282.4784,2685.0264,3112.947,3443.7457,3361.9898,3347.2855,3488.6704,3537.2146,2826.8117,2741.3155,3100.4606,3379.0666,3170.3219,3227.3637,3467.5396,3635.9046,3633.4888,3445.0498,3696.4993,3745.713,3849.0011,3872.5629,4135.2959,4770.1323,4703.8351,4247.1401,4244.6848,4342.6227,4636.3267,4502.4322,4598.9825,5192.9997,5253.7655,5114.139,5230.5959,5124.726,5493.7858,5245.4897,4826.4509,4760.2459,4670.9991,5198.3092,5480.5051,5634.5122,6155.8639,6536.0834,6885.8573,7621.5231,8241.7592,8414.0453,8541.1937,9121.3615,9493.0244,9089.4864,9748.1658,9831.2541,10363.0187,10360.3783,10828.4194,11740.1378,12496.0127,11705.2768,11544.2133,11459.49,12109.5701,12496.4276,12199.1299,12230.4559,12214.4596,13399.3039,13175.403,13356.5288,13712.999,13867.1454,13821.5717,14656.0428,14715.175,15425.433,16491.6999,17716.151,18270.4542,19253.4914,19206.2353,18767.4285,19499.9198,18609.4384,18794.8426,17352.4769,15111.9378,18100.0016,18773.9711,17653.9388,17386.6816,18454.8765,19421.6255,19601.7397,19916.7926,20093.3198,20507.9537,19467.9364,18984.1714,16802.0828,18494.3666,18499.1851,20913.2895,21296.8233,21410.7138,23101.1241,22958.1894,24286.1203,23338.7845,23537.3403,24839.5358,27414.095,27771.4923,28509.8961,29001.47,27982.0087,27322.838,25618.4704,26485.8233,28463.6176,30779.4249,31879.0152,31853.1246,27532.8945
SIVB.O,硅谷银行,615.6325,618.1717,621.5574,668.675,673.7536,675.7286,724.2569,663.5965,686.1678,701.2624,678.4089,660.7751,698.0177,719.3194,748.38,716.2158,680.2428,641.3073,632.2788,637.4984,629.7395,649.2073,669.8036,657.6715,658.0947,681.3714,685.4624,722.564,748.6621,749.2264,743.1603,701.9677,668.1107,730.6051,726.2319,710.9962,682.7821,639.0502,615.6325,686.4499,722.9872,678.691,812.426,790.7012,817.0814,725.8087,564.9881,370.0284,293.0038,230.6506,282.2824,292.8627,380.4676,383.9944,497.2741,560.756,610.4128,581.9166,534.0936,587.7005,612.1057,628.611,658.2358,693.7856,632.8431,581.6344,609.2843,524.3597,597.0111,611.4003,633.8306,748.38,740.1979,764.3209,803.1154,852.6312,837.6777,842.333,860.8133,650.0537,521.9615,648.0787,663.5965,672.7661,818.7742,836.267,907.6488,904.122,841.6277,828.367,815.5296,818.0689,852.9133,798.319,778.9923,789.5726,936.2861,946.02,1000.7554,1003.1536,1091.746,1175.4009,1230.616,1168.0652,1218.4275,1351.175,1428.1996,1479.2672,1583.2362,1776.2209,1816.7082,1505.0831,1487.5903,1645.1663,1537.9526,1570.3988,1581.2613,1579.8506,1483.3582,1637.4074,1592.688,1733.7587,1792.1619,1872.8544,1903.1846,2031.1357,2018.7214,1764.5121,1629.9306,1722.0498,1868.9044,1677.3304,1429.3281,1253.413,1439.6263,1471.0851,1554.5989,1342.4286,1416.6318,1566.731,1559.3953,1724.8712,2229.34,2421.6193,2429.6603,2692.8982,2625.1843,2481.9976,2405.2551,2479.8815,2517.2652,2388.8909,2639.2914,3093.3979,3211.333,3297.8093,3478.0976,3512.3778,3385.8374,4226.6187,4403.2392,4073.557,4343.2841,4553.0562,4384.9,3346.6198
SJM.N,斯马克(J M SMUCKER),48.4261,51.2999,52.4896,51.78,52.2583,49.2472,49.9082,50.3527,51.2179,48.2318,48.1372,46.7042,46.1735,42.2154,42.4077,41.9377,44.5946,48.0796,48.0043,52.6444,51.9082,53.0449,52.3447,52.7693,51.7024,54.2496,58.3889,61.1266,63.5212,70.0825,61.4406,60.8835,59.1238,59.1348,54.6859,57.2571,52.0702,57.3342,56.6846,55.867,59.4961,45.8027,54.9316,61.5008,63.1454,55.5092,56.9858,54.4612,56.7094,46.98,47.1698,49.8656,51.3919,62.1145,63.8633,67.1769,68.128,67.7681,76.4284,79.8825,77.7091,77.6573,78.412,79.466,72.347,78.8978,80.4831,77.1442,79.8485,84.7954,83.9576,87.1434,82.5108,92.0136,95.422,100.3408,106.5901,102.7718,104.7617,97.5771,98.6599,104.25,103.471,106.4534,107.2841,103.1967,111.4722,109.1019,105.5609,104.127,105.8918,117.9553,119.8432,118.8854,123.538,120.4377,123.7754,133.8559,139.2776,144.9942,143.076,146.1795,159.4583,151.1867,149.6198,158.4084,149.2864,148.3984,138.0441,144.1174,140.1258,139.3188,148.7088,154.4629,144.4185,149.6423,144.3771,151.6842,150.5184,148.1851,151.3695,170.2356,170.7964,171.0768,175.925,160.8775,165.7449,175.7748,170.3546,175.2821,182.0173,185.2464,192.726,192.613,196.0404,191.7221,195.9989,231.2985,233.9543,216.2353,206.7038,200.2529,193.1807,196.417,208.3652,218.5576,202.1345,195.4111,198.3391,183.5703,189.1086,163.5662,163.8316,165.5803,183.5466,195.4559,199.6249,199.9984,196.3722,180.6478,171.4033,171.3714,177.1752,166.088,164.851,174.0245
SLB.N,斯伦贝谢(SCHLUMBERGER),503.3598,559.7343,522.8638,507.5072,507.2105,565.0378,623.0743,641.6014,629.3579,677.0185,714.0132,726.145,952.6215,861.3833,948.0459,1035.7572,982.2765,977.2313,1003.3468,920.0472,932.9061,948.6976,1029.9114,951.6414,956.6136,948.8202,1044.0044,1115.4681,1176.5069,1286.2035,1434.2971,1463.9474,1592.8962,1465.0094,1417.6776,1495.116,1145.9972,1317.2339,1325.6142,1532.0748,1540.9123,1640.3112,1551.2949,1441.7439,1194.9245,790.3425,776.4178,650.4209,627.0653,587.7511,627.2845,756.5404,883.7886,838.6847,829.2299,874.2797,927.1721,967.6192,997.2265,1015.9567,990.5149,956.7815,993.7374,1118.3852,882.3553,869.6268,937.5124,846.3691,977.7761,1109.1832,1230.8196,1328.8523,1416.2224,1490.8474,1488.2941,1432.2796,1371.9928,1382.8766,1446.4185,1254.4106,959.1135,1179.7433,1213.9948,1100.8627,1211.4163,1255.1604,1130.9543,1199.0412,1027.1217,1054.0786,1157.1967,1179.7462,1178.9312,1133.2931,1171.9153,1133.9303,1277.1291,1278.756,1230.1353,1222.5794,1199.5832,1182.1382,1341.6593,1340.3586,1463.2331,1551.9942,1464.2267,1497.5057,1455.2944,1552.4132,1627.53,1695.1351,1736.6997,1976.4931,1816.2958,1843.9375,1710.2336,1659.2747,1445.5165,1443.1509,1392.1227,1430.3304,1418.0937,1607.932,1542.6698,1472.9445,1415.3529,1330.9646,1186.4628,1344.5547,1335.8171,1207.6895,1251.3221,1250.8859,1286.2916,1401.2294,1339.3658,1388.1657,1413.4434,1386.7614,1389.2391,1381.9961,1484.8111,1491.8189,1487.554,1436.7671,1396.3603,1297.8463,1253.1485,1185.6201,1235.321,1143.6624,1266.1782,1161.6313,1140.7583,1232.7025,1345.9304,1209.1649,1193.3227,1262.9547,1264.981,1243.774,1252.8662,1171.9643,1139.4202,959.6791
SLG.N,SL格林不动产,80.514,85.2786,85.86,93.1601,94.611,99.3399,107.3487,101.8503,105.8597,105.6268,114.6632,119.552,131.5244,136.0161,159.7972,155.8613,156.192,173.3497,180.9982,176.6593,177.8371,192.7232,215.3151,212.55,234.6406,233.52,220.7384,226.7243,225.4048,200.4903,196.4931,180.4559,190.1761,196.5115,169.2155,153.4473,152.1338,150.2293,135.0893,153.8761,165.3174,138.3861,139.4233,143.8734,109.6434,71.1329,32.0809,44.507,26.9963,19.968,19.1141,31.2551,40.529,40.7832,45.8322,62.7392,78.1463,69.0753,79.1621,89.7074,81.2259,91.1716,102.4478,111.2132,111.4279,98.6238,107.9415,108.0131,113.6572,117.9196,117.3722,121.3382,130.7742,136.1123,135.3462,148.5389,162.0015,149.3327,147.8009,130.1773,104.9528,124.5175,118.8322,120.7283,133.2105,137.7759,140.9509,149.8387,136.3343,146.3215,143.6044,146.978,146.4672,137.7418,137.8881,140.8192,147.6718,149.9499,158.8061,167.2711,160.4106,163.2639,167.8181,161.4127,165.0815,175.7289,168.1104,172.5935,175.1904,185.5781,188.9523,196.6328,205.6091,206.3965,203.3593,206.2833,192.0829,219.3445,220.1787,226.7577,240.0561,241.8279,245.7399,234.2166,227.1342,211.4786,221.582,199.2005,209.2937,229.5342,228.4893,220.0092,188.1315,171.7155,190.1104,206.2015,198.9017,210.4769,232.9144,232.7167,215.0971,195.4379,209.645,215.5926,218.4391,225.8761,215.31,211.8972,204.0215,215.2282,210.0814,196.0652,207.7122,196.1498,209.5777,208.5929,207.7456,200.3054,201.7936,203.6901,203.2316,211.2182,216.6389,219.3492,206.665,193.3789
SNA.N,实耐宝(SNAP-ON),206.4509,207.8982,199.6702,208.3378,218.3747,217.0459,232.1062,226.2302,230.1813,229.544,239.7869,241.006,257.4966,251.4748,246.3058,268.1451,272.4393,262.9417,273.285,286.084,291.6486,307.884,312.7492,313.671,317.424,331.3617,318.3879,360.7514,359.716,336.0321,348.1402,327.6939,331.4405,333.4476,329.0765,324.7678,330.6923,338.0715,344.3697,401.663,421.3996,353.9566,383.0844,390.069,360.2426,252.7718,248.9742,271.9723,208.4338,164.757,175.3032,236.9037,219.7912,202.7864,251.4016,265.4143,247.2079,259.7959,259.0957,302.8875,292.9967,304.7333,312.8172,347.7511,321.1224,297.2198,324.537,301.6894,340.3244,373.1787,389.7122,416.5864,416.9545,425.0644,444.5302,457.1866,448.8909,464.9652,423.1422,396.2857,332.5475,401.978,386.5835,381.4592,425.8447,463.2041,461.9917,473.8882,461.1117,474.3712,516.5121,531.6633,550.427,592.2432,611.5242,608.0601,623.6869,620.9756,639.7743,666.8506,707.5737,694.2907,736.7808,729.9533,775.9653,811.6051,831.2996,857.6913,784.3114,882.0237,892.3246,912.14,925.7005,935.5677,948.8292,989.7716,959.116,1046.726,1076.1959,1087.4087,1055.3606,1175.1085,1173.7516,1193.6254,1244.5126,1275.3451,1319.792,1283.5909,1212.6507,1332.7589,1388.1479,1382.2618,1302.6787,1171.3403,1271.0909,1289.6322,1315.088,1282.5805,1277.2981,1250.7848,1239.9326,1257.3941,1370.0574,1403.4075,1487.4792,1396.0466,1387.8186,1378.4387,1335.6964,1305.4561,1274.0591,1225.0199,1236.9737,1309.776,1413.885,1454.5249,1429.5735,1328.683,1237.5878,1218.379,1246.6695,1355.4642,1430.2711,1498.0398,1555.8327,1304.4928
SNPS.O,新思科技,17,18.1,18.1,16.44,18.07,16.67,18.51,19,18.9,18.95,19.5673,20.06,22.11,21.87,22.35,21.83,20.43,18.77,17.9,18.96,19.72,22.51,25.55,26.73,26.6,25.58,26.23,27.66,26.52,26.43,24.46,27.32,27.08,28.26,24.61,25.93,22.02,23.21,22.71,23.11,26.35,23.9,24.02,21.53,19.95,18.28,16.03,18.52,18.5,18.63,20.73,21.78,19.48,19.51,19.98,21.23,22.42,22.02,22.47,22.28,21.27,21.9,22.37,22.66,21.42,20.87,21.84,22.86,24.77,25.58,25.69,26.91,27.13,27.72,27.65,27.39,27.34,25.71,23.97,25.88,24.36,26.81,27.97,27.2,29.17,30.47,30.66,30.01,29.55,29.43,30.29,33.03,32.995,32.2,32.86,31.8354,33.44,35.03,35.88,35.57,36.44,35.75,37.04,36.26,37.7,36.42,36.63,40.57,39.86,40.4,38.41,37.62,38.49,38.82,37.77,40.9,39.695,40.98,43.39,43.47,42.99,46.41,46.32,46.88,49.89,50.65,50.84,46.93,46.18,49.98,50.08,45.61,42.9,44.75,48.44,47.52,51.67,54.08,54.16,59.29,59.35,59.31,60.48,58.86,62.89,71.44,72.13,73.7,74.87,72.93,76.57,80.42,80.53,86.52,90.38,85.24,92.61,84.67,83.24,85.51,88.07,85.57,89.43,102.14,98.61,89.53
SO.N,南方电力(SOUTHERN),460.1467,442.3217,438.3281,458.9224,472.8502,482.8783,492.5252,484.2202,503.3638,492.5252,493.8503,491.2893,495.1308,489.4293,471.3076,469.2868,465.5011,466.6659,491.8557,504.7089,507.5071,536.0783,539.5805,548.6603,543.7483,538.5955,551.3834,568.5342,547.5454,521.3921,511.5086,545.933,558.0853,563.9308,585.1224,602.6978,571.9287,543.0689,560.0545,585.533,575.8298,555.4689,569.6148,603.7369,606.6341,559.4688,591.727,602.8056,551.7108,499.9209,505.0339,483.3772,475.5106,521.5386,532.8846,529.4905,537.4668,536.5367,552.0187,573.1774,557.887,553.8772,578.1104,610.3945,577.5434,587.7873,631.8513,656.1739,666.0103,685.4201,682.7052,691.9358,680.8952,698.2085,698.2085,724.0392,743.3271,748.8909,742.0339,776.1892,795.1436,810.7199,833.1505,878.3087,864.4577,847.2862,861.4748,880.8402,889.7635,897.322,933.1761,887.6045,902.4861,917.1718,861.7655,847.1224,884.9593,900.5656,938.7811,964.9918,887.7744,892.4256,906.7836,851.3017,842.3019,847.0387,841.2414,851.1797,864.6023,887.8736,921.2081,960.8323,928.4899,962.4229,929.0888,952.9116,936.8151,1006.3587,1029.5858,1066.0543,1101.0034,1004.989,971.8479,972.2868,971.0423,931.2583,994.1571,976.1909,1005.2,1014.1951,1013.816,1065.0303,1113.5132,1108.894,1190.5996,1153.0841,1150.6997,1248.2205,1245.1948,1207.476,1206.7702,1213.1217,1114.268,1170.6716,1176.3833,1223.6364,1198.5954,1199.0769,1232.9191,1166.4131,1167.6311,1189.7561,1211.4508,1286.8891,1276.4902,1198.9534,1124.6577,1087.706,1128.1223,1165.0023,1150.0034,1186.117,1244.7698,1135.6625,1130.9933,1168.0878
SPG.N,西蒙地产(SIMON PROPERTY),115.5667,122.0611,119.3425,130.1578,136.7864,144.2905,158.7216,152.8172,148.8998,143.8776,156.7578,155.379,167.9707,169.821,172.2157,167.59,164.5401,171.3796,176.7313,176.8217,188.9797,202.4931,214.3827,212.9321,240.471,238.6984,235.5437,244.0762,230.3594,198.4871,184.599,204.4279,215.3686,224.6938,213.8429,188.6683,194.142,183.9452,203.9421,219.1977,220.065,199.0906,205.1592,212.0929,216.8319,149.8376,107.8385,120.6202,97.5768,77.0882,80.6748,120.1738,125.9505,121.1452,131.2504,151.2288,165.0395,161.3788,174.1034,191.2118,172.5219,189.2092,202.7673,215.1412,206.868,196.4552,217.0617,221.5372,227.1461,235.1797,243.1713,245.6153,250.4541,273.7213,266.5574,284.9149,295.6936,291.1101,301.8298,296.366,277.3986,323.9596,315.8395,328.0685,345.6754,347.1198,373.2537,398.6702,380.4311,401.4229,413.8787,412.0084,394.1209,395.1594,397.8344,413.4204,418.8859,418.3767,417.5866,468.9685,441.1702,418.5868,424.2592,388.8922,395.8353,412.7123,403.3929,409.6114,416.8259,437.6253,444.9783,469.9405,455.0412,454.5492,459.7704,468.4441,452.9881,493.7356,501.7274,505.3627,551.2897,532.0817,546.84,507.2889,511.195,487.5797,527.5961,509.4458,521.9461,572.3452,533.5156,557.0058,533.6302,548.4172,600.3308,581.4847,575.7963,631.9076,661.449,632.5913,607.7538,545.9538,532.2376,526.3715,544.4436,551.6143,514.6107,494.3589,466.6089,489.3268,479.4652,479.8609,492.5879,475.2107,500.6219,531.5413,505.6359,481.1019,483.7345,489.9711,508.5434,540.1885,559.2962,587.5772,567.4166,589.1502
SPGI.N,标普全球,1431.7552,1458.284,1385.2508,1382.5517,1391.6592,1410.4654,1466.5652,1542.2502,1536.4932,1565.2784,1702.0969,1656.5365,1637.6065,1709.0877,1854.9187,1791.8219,1667.0471,1622.7863,1818.8905,1812.1504,1880.8636,2079.8728,2166.2015,2210.7281,2180.177,2104.5586,2049.7932,2136.1792,2298.6736,2225.7673,1977.9512,1656.4537,1671.2259,1642.6663,1618.3363,1444.5663,1409.9442,1356.8641,1224.9237,1358.8531,1382.8597,1337.1977,1355.5292,1435.399,1059.1261,899.9724,847.6829,786.3106,745.6218,676.1814,783.7946,1033.2928,1038.8454,1039.5359,1082.3464,1169.2387,874.5808,1001.2107,1049.8836,1174.2857,1242.2688,1206.4902,1257.6426,1189.557,988.8942,1000.9886,1091.6966,991.8892,1185.9623,1350.6195,1245.6217,1314.9633,1407.78,1405.993,1432.1645,1471.0583,1552.9265,1532.45,1521.1147,1549.777,1508.9256,1564.1302,1580.5349,1664.5587,1702.684,1732.3318,1804.1711,1830.2268,1623.9358,1684.5807,1757.9536,1926.6016,2054.1637,2080.1276,2008.3327,2165.88,2278.7894,1855.5187,2075.9488,2156.8661,2185.7319,2131.2389,2478.632,2349.757,2640.4071,2805.0551,3010.52,3160.0357,3072.7509,3231.1173,3094.8311,2998.7007,3329.2428,3380.5433,3266.135,3315.7022,3451.3873,3697.8274,3832.2689,3648.5693,3667.4313,4240.9271,4253.2673,4290.288,4280.8827,4144.7197,4198.3597,4015.6903,3581.3714,3835.5866,4007.811,4095.4702,3532.1249,3743.2806,4128.7042,4458.6501,4679.3533,4488.9315,5114.1845,5185.6587,5312.4248,5114.72,5009.5982,4527.5417,5059.6984,5467.9616,5521.598,5667.3033,6049.302,6184.0039,6505.933,6555.0429,6639.1418,6645.9377,7046.2309,7213.1467,7711.3392,8188.7473,8157.1536,8052.1259,8453.256,8726.7563,8579.0918,8883.9065,8383.6102,7822.8149
SRCL.O,消毒循环(STERICYCLE),102.86,91.96,88.4,97.34,99.3,100.64,116.24,116.26,114.3,115.12,122.64,117.76,119.54,120.9,135.24,131.68,133.34,130.2,134.36,133.38,139.58,141.42,144.84,151,154,155.62,163,174.28,182.34,177.84,191.76,199.6,228.64,233.32,235.4,237.6,237.04,215.56,206,213.52,233.2,206.8,239,237.2,235.64,233.72,229.2,208.32,195.68,191.92,190.92,188.32,199.92,206.12,204.8,198.08,193.76,209.48,218.92,220.68,211.64,220.72,218,235.6,234.48,262.32,252,262,277.92,286.96,295.6,323.68,313.96,345.68,354.68,365.12,356.36,356.48,328.48,350.84,322.88,334.32,324.08,311.68,336.08,347.08,334.56,346.4,349.04,366.68,371.4,366.08,361.9324,379.04,373.88,373.12,377.4,383.68,424.72,433.28,439.04,441.72,463.76,450.24,461.6,464.8,469.92,464.68,468.24,456,454.48,465.76,457.48,473.68,470.6,475.4,466.24,504,515.68,524.32,525.16,539.88,561.72,533.72,549.2,535.64,563.88,564.56,557.24,485.48,482.88,482.4,481.4,455.72,504.76,382.24,391.96,416.48,361.08,343.92,320.56,320.36,291.88,308.16,308.56,331.52,331.56,341.36,327.08,305.28,308.32,287.56,286.48,283.4,265.24,271.96,301.44,250.68,234.12,234.84,254,261.16,279.44,246.76,234.72,199.88
