代码,简称,2005/1/31,2005/2/28,2005/3/31,2005/4/29,2005/5/31,2005/6/30,2005/7/29,2005/8/31,2005/9/30,2005/10/31,2005/11/30,2005/12/30,2006/1/31,2006/2/28,2006/3/31,2006/4/28,2006/5/31,2006/6/30,2006/7/31,2006/8/31,2006/9/29,2006/10/31,2006/11/30,2006/12/29,2007/1/31,2007/2/28,2007/3/30,2007/4/30,2007/5/31,2007/6/29,2007/7/31,2007/8/31,2007/9/28,2007/10/31,2007/11/30,2007/12/31,2008/1/31,2008/2/29,2008/3/31,2008/4/30,2008/5/30,2008/6/30,2008/7/31,2008/8/29,2008/9/30,2008/10/31,2008/11/28,2008/12/31,2009/1/30,2009/2/27,2009/3/31,2009/4/30,2009/5/29,2009/6/30,2009/7/31,2009/8/31,2009/9/30,2009/10/30,2009/11/30,2009/12/31,2010/1/29,2010/2/26,2010/3/31,2010/4/30,2010/5/28,2010/6/30,2010/7/30,2010/8/31,2010/9/30,2010/10/29,2010/11/30,2010/12/31,2011/1/31,2011/2/28,2011/3/31,2011/4/29,2011/5/31,2011/6/30,2011/7/29,2011/8/31,2011/9/30,2011/10/31,2011/11/30,2011/12/30,2012/1/31,2012/2/29,2012/3/30,2012/4/30,2012/5/31,2012/6/29,2012/7/31,2012/8/31,2012/9/28,2012/10/31,2012/11/30,2012/12/31,2013/1/31,2013/2/28,2013/3/28,2013/4/30,2013/5/31,2013/6/28,2013/7/31,2013/8/30,2013/9/30,2013/10/31,2013/11/29,2013/12/31,2014/1/31,2014/2/28,2014/3/31,2014/4/30,2014/5/30,2014/6/30,2014/7/31,2014/8/29,2014/9/30,2014/10/31,2014/11/28,2014/12/31,2015/1/30,2015/2/27,2015/3/31,2015/4/30,2015/5/29,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/30,2015/11/30,2015/12/31,2016/1/29,2016/2/29,2016/3/31,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/30,2017/1/31,2017/2/28,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/29,2017/10/31,2017/11/30,2017/12/29,2018/1/31,2018/2/28,2018/3/29,2018/4/30,2018/5/31,2018/6/29,2018/7/31,2018/8/31,2018/9/28,2018/10/31
ED.N,爱迪生联合电气,950.0773,937.8073,925.3032,949.4339,1011.0501,1040.5974,1069.9225,1054.8102,1091.687,1023.1052,1036.8809,1054.8681,1070.3507,1057.5742,1002.9317,994.1704,1030.3284,1038.2719,1095.0451,1093.1153,1093.1153,1143.9853,1154.6553,1151.0635,1156.092,1177.2014,1237.2973,1242.1438,1196.634,1105.9428,1070.6467,1139.9822,1148.9154,1168.519,1217.2435,1227.293,1094.6398,1041.3546,1011.0486,1059.4364,1066.6712,1009.5926,1025.3473,1071.4437,1125.4088,1134.8396,1072.9466,1034.1622,1082.5099,976.2377,1067.9032,1001.0413,971.2662,1024.9515,1078.089,1117.04,1137.8854,1130.659,1209.4453,1280.4731,1232.8394,1221.775,1272.9324,1291.7949,1233.7581,1248.5319,1336.0161,1394.3085,1414.5498,1458.5528,1436.1294,1471.758,1481.8528,1501.9182,1524.1555,1566.226,1612.3486,1617.8184,1598.3705,1727.3578,1752.2495,1778.3704,1844.5595,1925.581,1830.2798,1822.2276,1832.264,1864.5685,1912.4545,1970.4365,2043.6269,1939.0599,1915.7093,1931.383,1803.9058,1795.8223,1839.1497,1928.4497,1994.8015,2080.4377,1884.1869,1925.126,1977.6204,1875.5832,1839.2256,1941.9607,1861.1093,1863.4689,1834.1415,1911.7206,1829.8628,1979.2532,1897.5199,1991.6888,1934.7736,2019.2198,1976.3171,2210.015,2224.8508,2325.6121,2440.8181,2246.7571,2170.6079,2190.179,2224.0157,2081.5981,2286.9527,2284.5554,2427.6352,2387.6891,2280.9039,2358.7078,2546.6117,2593.449,2838.3097,2763.4809,2738.4298,3006.8154,2993.3587,2836.9394,2838.8244,2848.2495,2655.5834,2804.4057,2829.9072,2959.6133,2983.4316,3045.6665,3208.2142,3131.8743,3210.9268,3292.9844,3152.6994,3362.5407,3506.7795,3345.6976,3164.9236,2976.9921,3098.2342,3185.2901,3078.8624,3129.0198,3167.1394,3196.0475,3085.0989,3077.4054
EFX.N,艾可菲(EQUIFAX),1402.3887,1507.4142,1522.2949,1669.1177,1722.6501,1773.3017,1807.566,1642.6786,1737.1426,1713.7752,1906.2543,1892.3182,1907.2497,1825.6325,1855.5282,1920.3023,1799.7322,1712.9381,1610.1817,1587.6914,1833.4115,1899.3364,1899.348,2029.8375,2076.3338,1935.7942,1824.1908,1991.8462,2105.4992,2225.2266,2026.8498,1931.6758,1911.6168,1930.6728,1868.9682,1825.2937,1861.9401,1719.8406,1732.9078,1923.3869,1919.8832,1691.4694,1765.4272,1779.519,1735.1947,1313.6104,1284.2249,1338.2179,1247.3886,1086.8425,1235.9673,1474.0617,1377.9135,1321.2176,1318.6865,1401.2246,1477.2679,1388.0437,1454.4456,1568.1615,1624.5117,1639.7297,1819.6629,1707.84,1539.6095,1428.1469,1595.0864,1501.9045,1590.0719,1688.4322,1772.0034,1822.6906,1828.8345,1838.4919,1997.9135,1930.0308,1951.8582,1793.2923,1774.6982,1679.0582,1596.4816,1825.5149,1938.2812,2021.2386,2033.2388,2202.715,2319.0334,2400.7707,2376.2183,2451.4451,2464.0705,2417.6506,2459.8987,2642.622,2715.7223,2868.3625,3111.1027,2932.9259,3064.3542,3256.4417,3251.8945,3146.7018,3376.3101,3166.3696,3207.0946,3465.3769,3619.8112,3714.4327,3766.5821,3780.1329,3670.6029,3820.5996,3833.3172,3928.0807,4120.3151,4278.5701,4060.187,4114.5111,4335.3281,4407.2657,4602.9141,5088.4926,5084.1193,5298.9644,5500.7523,5323.1141,5599.4402,5382.3597,5342.7754,5859.0202,6146.184,6139.018,5831.9845,5781.2715,6319.8615,6649.43,6971.1775,7119.2173,7344.3265,7331.844,7480.8155,6891.044,6379.1795,6589.868,6536.9172,7307.7695,7644.3113,7564.3686,7669.4507,7704.2099,8153.8371,8009.2924,5958.4818,6101.274,6438.2092,6652.5905,7048.0676,6375.0231,6667.8836,6341.8755,6471.7842,7104.9922,7127.1403,7630.3112,7436.6629,5777.5529
EIX.N,爱迪生国际(EDISON INTL),579.5098,579.6883,624.2137,652.6198,660.7101,733.6135,739.5838,814.6638,860.0666,796.0346,820.7742,798.2791,802.1231,812.0078,758.6462,744.4607,722.9062,723.4474,767.5962,809.5191,777.3812,829.6547,858.4051,854.4456,845.052,883.0023,928.3909,989.238,1101.106,1066.1306,1004.7692,1001.3497,1058.7901,1110.3453,1068.9102,1024.7731,998.4673,948.5439,947.1368,1007.9993,1028.48,998.552,939.4707,892.4389,781.3721,696.9682,654.0809,635.3473,644.2485,538.4232,575.9283,569.9312,584.5243,635.1063,652.4678,674.4724,684.1163,648.2603,693.6915,714.8589,684.8504,670.6683,708.8848,713.034,671.3349,664.4623,694.4175,706.9862,727.0134,780.0755,780.9211,822.7318,773.2826,791.1866,786.8572,844.4899,846.4253,840.2192,825.4747,806.3936,836.4645,887.8551,859.645,912.515,904.5801,922.8745,944.067,977.3791,998.4768,1033.4078,1032.9604,979.5006,1029.3024,1057.0118,1024.5715,1025.7504,1093.8462,1090.2144,1149.8441,1229.3643,1049.7583,1108.5168,1147.4162,1056.2674,1067.913,1136.7732,1071.3908,1081.7972,1125.256,1223.6224,1331.4739,1330.2979,1296.8993,1375.1843,1296.8525,1399.5594,1331.7971,1490.4124,1513.7522,1569.1791,1633.1637,1539.7031,1507.1582,1470.2453,1467.1089,1351.0015,1458.6829,1421.4927,1543.4015,1480.9999,1452.6132,1460.5437,1524.4317,1681.3149,1785.3375,1756.033,1778.8806,1941.0669,1933.8195,1817.3604,1817.3649,1848.3041,1729.8295,1824.5968,1847.154,2021.0217,2031.3613,2040.5472,2081.3735,2008.9257,2021.5152,2060.0546,1996.6042,2068.5306,2102.6827,1651.7129,1633.169,1582.4998,1678.7657,1727.8154,1639.2095,1684.5358,1773.9943,1750.0322,1818.4168,1864.3609
EL.N,雅诗兰黛(ESTEE LAUDER),96.04,93.572,95.6996,81.7213,83.168,83.2531,83.2744,85.9339,74.1044,70.5726,70.2322,72.0777,78.5147,80.5599,80.0648,79.9141,88.138,83.251,80.3446,79.3543,86.8247,86.9539,88.8915,88.9389,103.4934,104.2995,106.4348,112.0343,103.0576,99.1576,98.0899,90.6166,92.5122,95.6497,97.7849,96.2278,93.1607,93.9551,101.1705,100.6409,105.032,102.4944,97.309,109.8202,110.1291,79.5242,62.844,69.7365,59.1274,51.0185,55.5234,67.3489,74.5118,73.5883,82.0801,80.7511,83.5217,95.7301,106.7046,110.1908,119.6696,137.0094,147.8097,150.2022,132.7713,126.9838,141.8399,127.7585,144.0729,162.1646,172.4211,185.7232,185.2629,217.2755,221.7632,223.2361,235.9168,242.0846,241.4402,224.755,202.1552,226.5731,274.113,260.9626,269.1874,272.0219,287.8209,303.6664,251.6226,251.4832,243.3978,278.5739,286.1016,286.334,274.0362,281.6104,286.6442,302.4386,302.1083,327.2093,320.614,311.1062,310.5386,310.017,331.5512,336.579,356.5113,358.2235,326.9289,328.3777,319.0282,346.1704,366.4593,355.1718,351.3456,368.4176,358.2997,360.5055,356.695,366.6058,339.6155,398.9044,401.2688,392.2456,423.0201,419.2945,431.1486,387.1432,391.5596,390.4919,409.6911,428.8802,415.1946,446.261,460.8221,468.4446,449.9264,446.2007,455.4169,438.874,435.5786,428.5452,383.8235,377.8463,401.1622,410.9264,420.5486,432.2043,468.6259,477.7854,492.7691,534.3073,538.5522,558.3783,625.2963,637.3684,676.0393,695.3152,751.969,743.7823,752.4673,718.4794,679.4562,707.454,733.7083,693.9229
EMN.N,伊士曼化工,80.8051,86.1623,88.6835,81.168,88.3529,83.5419,83.9055,72.6656,71.7939,80.6439,84.5722,79.5355,74.3246,76.0513,79.5892,84.5189,87.6757,84.694,77.84,82.263,85.4353,96.348,93.9124,94.5111,93.3159,94.1286,101.6491,108.6633,106.1915,103.9743,111.2314,107.9019,108.5963,108.3685,104.4953,100.1028,108.2631,107.8371,103.0255,121.255,126.3857,114.2825,99.5118,100.1092,92.0884,67.5527,55.0256,53.8134,44.0384,34.8574,46.4316,68.7464,71.7957,66.3707,86.9648,91.3429,94.5575,92.7384,106.1785,107.1867,100.5854,105.9589,114.123,119.9295,108.2269,96.3575,113.1154,111.1471,134.5392,142.8479,141.4661,153.7457,169.8005,170.8062,182.5331,197.1071,194.5341,188.4754,178.3564,152.7635,127.4629,146.1555,147.3831,146.3257,188.5076,202.7806,194.6188,203.2033,175.3038,190.6957,197.9268,209.2088,216.8312,225.3128,231.4362,260.0463,271.8926,266.4662,268.1006,255.7451,275.1993,269.8041,309.9607,292.8884,301.3734,304.8166,298.0077,313.6786,303.0283,339.8379,336.4573,340.2039,344.458,342.2378,308.6605,323.118,318.2604,317.8276,326.2474,300.0521,280.394,294.5146,275.513,303.1995,305.3874,327.1415,313.4673,289.7173,260.2485,290.206,292.1362,273.2405,247.7419,259.6412,294.2952,311.2041,298.8993,278.4097,267.462,278.3687,279.4804,296.9479,310.2034,312.6483,322.1678,333.5996,338.1072,333.7135,335.2199,353.6265,350.132,362.9314,383.2773,384.6327,391.2402,394.8131,422.6853,430.7827,452.2771,437.284,446.8367,430.4249,446.1847,417.8084,414.586,339.3524
EMR.N,艾默生电气,840.8563,834.3919,816.9039,788.4701,841.5283,792.9129,833.0459,856.9773,914.5507,885.8914,969.1461,957.482,992.7307,1054.18,1077.632,1094.6411,1068.7718,1085.4794,1022.1458,1069.9772,1092.2494,1099.2827,1136.044,1155.4366,1178.4982,1134.857,1135.9114,1238.7208,1284.4297,1240.6876,1247.8454,1312.4395,1418.8103,1393.4839,1528.3624,1518.713,1361.1056,1373.9354,1387.4159,1408.9848,1576.9869,1340.3575,1320.0285,1276.3188,1112.4154,892.605,989.0508,1008.8924,901.1413,744.6665,795.61,947.6055,901.7178,910.4286,1022.2652,1045.627,1136.6621,1070.5837,1183.8549,1217.8753,1187.5714,1363.3554,1449.7531,1504.1836,1346.4755,1266.7423,1436.3565,1361.5519,1536.9629,1602.3408,1617.1143,1678.7801,1728.9938,1761.809,1725.4861,1794.5882,1621.0067,1671.5239,1458.7575,1394.0309,1237.1089,1441.0476,1577.125,1406.2823,1550.8647,1530.4267,1587.312,1598.2632,1434.4116,1428.5843,1465.081,1567.6592,1491.9344,1496.8797,1565.3734,1650.4515,1784.1455,1779.5677,1753.5176,1742.2187,1853.1028,1758.9319,1979.2015,1959.8262,2100.3934,2174.0858,2188.9317,2293.1665,2154.6224,2146.6147,2197.2703,2242.6631,2208.8785,2196.6308,2106.9251,2133.8136,2085.8178,2135.1468,2140.3966,2072.5754,1911.7519,1960.5314,1916.5277,1991.3339,2057.4992,1891.0161,1765.4715,1643.7758,1521.4916,1626.8972,1739.4123,1663.9218,1599.5636,1716.0868,1911.1366,1919.9226,1844.5734,1849.5376,1982.154,1884.4518,1949.914,1812.9085,2038.3703,2013.4505,2118.5472,2186.9197,2178.1866,2193.4696,2168.9501,2187.2937,2186.9269,2183.3577,2323.8855,2383.7947,2416.7778,2598.3531,2693.0556,2667.5759,2563.9662,2493.016,2677.3696,2613.1187,2731.7938,2919.227,2913.5201,2582.5248
EOG.N,EOG能源(EOG RESOURCES),162.7659,199.7472,213.6892,208.6481,218.9159,249.2368,268.28,280.267,328.8735,297.7852,315.227,322.3443,371.6083,296.2669,316.4869,308.9574,288.853,305.0421,326.4813,285.4014,286.4141,293.2066,310.8352,275.2255,304.9703,298.8383,314.7198,324.3722,339.6545,322.6938,309.9941,297.8773,319.8555,392.238,366.4725,395.1156,386.9895,527.286,531.7616,578.752,570.5462,581.9456,446.3569,463.6286,397.2057,359.9729,378.2117,296.1813,302.083,223.052,244.0913,283.6241,327.0076,303.4617,331.504,322.4137,373.9551,366.2634,387.927,436.4123,406.1712,422.4773,417.4911,504.3768,471.6274,442.5218,439.2455,391.3565,418.8375,431.9033,401.356,412.4559,480.8184,507.5732,535.5935,511.6671,493.9703,473.1959,462.4027,419.7438,321.9139,406.2213,471.2221,447.4657,482.8726,517.9939,505.4376,500.3952,452.502,410.6239,447.459,494.4374,511.5578,532.6608,537.8278,552.3229,572.2624,575.605,586.411,555.5834,591.9926,603.8233,668.015,721.0926,777.2464,819.9699,758.3802,771.4336,760.3289,871.5898,902.6489,903.0112,974.8836,1076.7948,1009.5147,1013.5735,913.3968,878.5313,801.5385,850.9876,824.5131,830.9032,849.1475,918.0068,822.8198,812.2435,717.56,727.9716,676.7505,799.6341,777.0934,659.3605,663.2685,604.6185,677.8376,773.274,761.4812,780.7615,766.1708,829.8464,906.9324,849.4231,963.0928,949.7531,955.7927,912.6042,917.8734,871.8426,851.2011,853.1805,898.3919,802.547,913.5004,944.6992,967.8744,1020.7518,1089.4001,960.7562,997.2274,1121.3158,1117.8998,1180.717,1225.3121,1123.5353,1212.293,1002.8421
EQIX.O,易昆尼克斯(EQUINIX),41.94,43.79,42.34,34.98,38.1,43.34,44.37,38.97,41.65,36.89,39.92,40.76,46.93,52.44,64.22,65.9,58.28,54.86,52.38,57.67,60.1,68.4,76.5099,75.62,84.07,82.67,85.63,83.47,87.38,91.47,86.91,88.51,88.69,116.66,104.11,101.07,75.53,69.35,66.49,90.42,95.49,89.22,81.36,80.5,69.46,62.42,45.41,53.19,53.35,46.41,56.15,70.23,74.4,72.74,81.73,84.37,92,85.32,96.19,106.15,96.23,94.47,97.34,100.65,92.01,81.22,93.51,91.21,102.35,84.24,77.6,81.26,88.42,86.44,91.1,100.66,101.4,101.02,104.47,94.04,88.83,96.01,100.02,101.4,119.96,140.18,157.45,164.2,163.11,175.65,178.18,197.65,206.05,180.59,185.76,206.2,215.43,211.55,216.31,214.1,202.64,184.72,179.35,173.74,183.65,161.252,160.7,177.45,185.2,189.96,184.84,187.81,198.75,210.09,214.52,218.26,212.48,217.0983,236.0853,235.628,225.3707,232.9727,243.7371,267.8963,282.3831,267.5618,293.8018,285.9551,289.8029,327.117,326.9185,335.3051,344.3641,336.7354,368.7793,368.3779,405.7292,434.5674,417.9123,415.1659,405.706,402.3612,383.5695,404.6864,435.9032,428.1083,455.7708,475.4988,504.3981,490.8449,515.5152,538.1281,512.7273,532.4873,535.8385,522.8373,525.1099,454.9858,485.2021,488.2772,463.2144,501.7796,512.7399,511.7249,507.9233,444.3874
EQR.N,公平住屋,130.1311,135.371,134.6442,143.5898,150.0691,155.7403,170.8829,159.7586,161.9064,167.895,174.3542,169.1796,183.4077,195.8194,204.3202,195.936,192.5736,197.2855,205.1364,219.956,225.0428,242.9732,236.9667,227.8684,252.6982,228.048,218.656,210.4955,229.718,208.883,182.2404,184.2089,196.1678,193.4818,172.3183,171.1315,175.3547,179.1555,197.1753,197.3178,200.9771,184.021,207.5826,202.9184,215.9997,169.8912,148.0043,147.1704,118.1016,86.8612,92.8388,115.8082,123.1442,114.7648,123.9026,140.9908,160.182,150.6859,168.0607,178.1059,168.9845,190.2327,208.2492,240.8031,240.0584,223.116,245.6741,245.5669,256.6595,262.3787,269.6625,282.8818,295.0792,300.0889,309.1007,327.3475,338.7998,330.6612,340.6912,337.1642,287.511,325.2583,305.9135,319.4253,333.5398,318.6411,352.693,346.0469,344.132,353.1566,358.5367,342.0568,327.6536,326.9702,316.149,327.2219,319.831,317.8101,320.2525,337.7018,328.919,340.1758,328.1062,304.0255,316.107,308.967,304.1284,309.9614,330.9362,349.4012,349.5844,358.3255,372.5525,382.8853,392.9132,403.9744,377.2836,426.1748,434.017,443.1157,478.7056,475.1281,483.5702,458.7272,461.5841,439.1886,468.23,445.9482,473.7878,487.6633,503.431,518.1719,489.5927,473.0803,537.5514,487.6866,495.8541,497.2644,490.8393,468.3151,490.4489,470.7791,457.5134,494.6058,467.0167,484.6921,481.9933,500.2753,504.226,513.7659,531.1698,524.0677,518.4776,528.9368,525.4766,505.4562,488.3355,445.6924,492.8692,493.589,511.8257,513.8403,527.8783,546.5957,538.8589,528.2866
EQT.N,EQT能源(EQT),1403.1134,1469.6184,1422.3232,1427.2756,1585.0698,1695.7953,1771.8567,1891.8266,1960.0728,1939.4986,1886.7302,1851.4076,1862.0044,1845.5634,1853.1771,1802.419,1718.6901,1711.0288,1839.2282,1894.3161,1797.6988,2082.4115,2241.4915,2157.2677,2234.7743,2218.0049,2509.342,2700.9702,2712.9123,2584.6201,2456.8493,2576.4118,2716.7815,2949.858,2779.4321,2801.5162,2931.3912,3252.3212,3108.7588,3503.0275,3718.6694,3656.7181,2766.6308,2654.5668,1950.9018,1846.1233,1786.5363,1796.173,1832.5783,1656.4082,1687.651,1811.5449,2018.9712,1892.1419,2080.2178,2162.0217,2321.7072,2281.377,2254.528,2406.2909,2411.7697,2409.8487,2257.8564,2394.9799,2169.0527,2000.244,2030.1315,1814.6579,2007.2565,2084.0734,2265.8754,2510.5474,2698.1106,2772.7199,2806.465,2959.4426,3060.5421,2966.7713,3585.8843,3391.3078,3025.0783,3599.9338,3528.1065,3117.3191,2874.3742,3030.0722,2755.1826,2847.1935,2662.432,3078.6164,3237.6275,3109.7007,3400.1545,3494.091,3473.5737,3411.1118,3435.9809,3650.6187,3920.2634,4346.7186,4623.9625,4594.4404,5007.1702,4963.7865,5137.5075,4957.4168,4930.2132,5200.7349,5376.2553,5927.2662,5618.9951,6315.5024,6195.0154,6196.1747,5438.0272,5743.6019,5307.5845,5452.5371,5276.7591,4390.5327,4317.4538,4630.6055,4808.1478,5218.3518,4937.4035,4720.9169,4460.3204,4518.3994,3760.6879,3836.1687,3323.8133,3028.1438,3586.3725,3239.5437,3909.0726,4074.1301,4258.9995,4502.0386,4236.3236,4159.0605,4224.2094,3839.1328,4078.3219,3805.9682,3528.3769,3486.9674,3557.4171,3385.0774,3219.6913,3413.0941,3710.7714,3633.2824,3802.2994,3644.9387,3475.2081,3318.9404,3165.5881,2935.3622,2771.9947,2928.3607,3008.8887,3221.3908,2900.3025,2980.2997,2583.6663,1984.3352
ES.N,能源方案,99.4772,100.1845,103.4042,98.2527,107.1792,112.8601,116.7556,108.7379,108.9016,99.2943,102.3721,108.488,109.5348,109.0742,108.5738,112.0206,113.4531,115.9207,125.6228,128.982,131.5831,141.4221,159.5785,160.3186,157.4151,166.3793,187.7496,184.3121,175.297,163.4799,157.6001,160.5363,165.8778,178.9994,184.5296,182.952,162.3838,149.3795,144.4924,154.9731,154.9183,151.477,149.2817,160.7874,153.3729,134.8964,140.6113,145.1978,143.6287,133.6399,131.688,128.2113,128.2875,137.6668,141.9863,148.2477,147.9361,143.6364,151.7131,162.2845,159.327,162.6764,175.6397,176.5928,166.558,163.5413,178.6888,187.5867,191.4718,202.5444,203.0205,208.1123,214.9014,224.0705,227.7567,234.3393,233.7878,233.3234,225.5614,232.0453,225.0238,231.176,231.4435,243.0787,234.1831,243.942,252.232,249.8537,246.9947,266.2001,273.5393,260.733,264.6091,272.0151,270.5563,272.9309,284.4543,292.5122,306.2534,319.4309,296.1997,298.6876,315.6762,291.2239,295.8859,307.6496,294.6665,306.8098,317.0151,324.6002,332.2679,345.1205,334.4405,348.216,323.3907,338.0501,329.1789,366.7038,376.2893,400.735,416.1594,390.5815,381.2981,368.0146,374.9072,345.6759,378.485,359.6064,388.8755,391.3339,391.4107,395.5811,416.7273,424.0455,455.5951,440.7575,434.9508,471.6429,460.5408,424.951,430.1693,437.1561,409.8438,442.1125,442.8329,473.3988,474.3673,479.3708,504.7956,493.7352,494.3858,512.359,495.2819,513.31,531.4201,521.5595,520.8165,470.5427,490.7327,501.81,479.5995,492.4549,510.1836,524.5514,520.4705,535.8881
ESRX.O,快捷药方,593.52,602.32,697.52,717.12,739.12,799.68,836.8,925.76,995.2,1206.56,1351.36,1340.8,1460.64,1396.32,1406.4,1249.12,1172.48,1147.84,1232.48,1345.28,1207.2,1019.52,1091.2,1145.6,1112.32,1206.56,1291.52,1528.8,1633.6,1600.32,1604.16,1752,1786.24,2019.2,2168,2336,2159.68,1891.2,2058.24,2240.64,2307.52,2007.04,2257.28,2349.12,2362.24,1939.52,1840.32,1759.36,1720.32,1609.6,1477.44,2047.04,2049.6,2200,2241.28,2311.04,2482.56,2557.44,2745.6,2765.44,2683.52,3072.32,3256.32,3204.16,3219.2,3009.28,2891.52,2726.4,3116.8,3105.28,3333.76,3459.2,3605.12,3598.08,3559.04,3631.36,3811.84,3454.72,3472.64,3004.16,2372.48,2929.28,2921.6,2860.16,3274.24,3413.12,3467.52,3570.56,3340.16,3573.12,3708.16,4007.68,4008.32,3938.88,3446.4,3456,3418.88,3643.52,3687.68,3799.68,3975.68,3951.36,4195.2,4088.32,3955.2,4001.28,4310.4,4495.36,4780.16,4819.84,4805.76,4261.12,4574.08,4437.12,4457.6,4731.52,4520.32,4916.48,5321.6,5418.88,5165.44,5426.56,5553.28,5529.6,5576.96,5692.16,5764.48,5350.4,5181.44,5528.32,5470.72,5594.24,4599.68,4504.32,4396.16,4718.72,4835.2,4851.2,4868.48,4652.8,4513.92,4313.6,4856.32,4402.56,4408.32,4521.6,4218.24,3925.76,3824,4085.76,4008.96,4020.48,4052.48,3922.56,4171.52,4776.96,5067.52,4828.8,4421.12,4844.8,4851.84,4941.44,5085.44,5633.28,6080.64,6206.08
ESS.N,埃塞克斯信托,141.022,141.2768,137.0287,150.6126,158.6439,166.3099,183.93,176.101,181.8488,181.6063,185.2837,187.9352,202.5705,203.1209,223.3549,224.115,218.774,231.2039,242.4473,259.7989,253.1179,277.8876,275.3022,271.2822,302.9545,291.5155,273.7344,272.4237,268.9777,247.8516,229.268,251.027,252.5763,265.1654,222.8653,211.3701,224.639,227.7394,249.3922,260.3762,261.4045,235.1846,267.9779,259.1447,263.5995,216.7517,192.6261,173.4515,149.27,122.9415,131.8026,145.9391,156.5127,145.4326,151.9295,174.3649,188.3873,177.9714,188.7898,200.4408,190.9519,205.8322,218.0435,256.5132,255.083,238.7813,257.313,258.9287,270.4846,279.1844,273.9447,284.8583,289.2975,308.7004,311.9179,340.7955,346.1534,342.9937,355.8474,363.9349,306.9031,364.9908,339.6541,361.9055,370.8946,360.5662,393.1265,409.8884,390.402,402.3081,411.2994,397.2374,390.3389,394.9733,369.932,389.0479,407.9631,395.2557,402.7336,420.0379,420.2786,428.3512,434.7393,386.2762,401.3389,437.4784,412.5068,393.2359,433.9542,458.2866,469.3582,478.2182,499.4711,513.9884,526.9417,537.7268,500.4838,564.9097,566.7296,582.0387,636.8337,626.6354,651.7021,629.1661,631.0653,606.4722,641.8902,612.5227,641.8682,633.3069,663.0417,691.8846,615.8787,604.8102,680.6173,641.5893,661.3216,668.7202,685.6955,665.8177,657.5276,632.1063,637.5094,691.2862,666.9054,697.8274,693.6116,732.3769,769.6743,775.935,789.2961,802.1745,771.5333,797.0456,750.1516,738.4396,712.7715,684.7783,742.2297,739.1766,737.1412,743.1967,747.4867,765.6104,772.9348,785.6859
ETFC.O,亿创理财,55,53.08,48,44.44,49.4,55.96,62.04,64,70.4,74.2,78.08,83.44,95.16,102.32,107.92,99.52,97.08,91.28,93.24,94.36,95.68,93.12,96.28,89.68,97.52,92.36,84.88,88.32,95.8,88.36,74.08,62.32,52.2,44.56,18.4,14.2,19.88,17.08,15.44,15.92,16.4,12.56,12.08,12.8,11.2,7.28,5.4,4.6,4.56,3.2,4.96,5.72,5.76,5.16,6,7.04,7,5.84,6.56,7.04,6.08,6.44,6.61,6.76,5.92,4.728,5.852,4.959,5.828,5.72,5.9,6.4,6.624,6.392,6.252,6.496,6.324,5.52,6.352,4.944,3.644,4.34,3.672,3.184,3.276,3.854,4.38,4.252,3.396,3.216,3.052,3.428,3.52,3.344,3.368,3.58,4.24,4.284,4.284,4.116,4.648,5.064,5.96,5.616,6.6,6.764,7.168,7.856,8.008,8.988,9.208,8.98,8.148,8.504,8.408,8.904,9.036,8.92,9.124,9.702,9.22,10.414,11.422,11.516,11.784,11.98,11.368,10.516,10.532,11.404,12.172,11.856,9.424,9.384,9.796,10.072,11.156,9.396,10.032,10.552,11.648,11.264,13.804,13.86,14.98,13.804,13.956,13.82,13.844,15.212,16.4,16.404,17.444,17.436,19.256,19.828,21.08,20.892,22.164,24.272,25.34,24.464,23.924,23.544,20.956,19.8264
